transaction_id,customer_id,transaction_date,amount,transaction_type,branch_id
1469,285.0,2026-02-10,78892.66,Withdrawal,1014
1470,391.0,2026-04-23,115683.77,IMPS,1003
1471,62.0,2026-01-12,145632.87,Deposit,1006
1472,100.0,2026-05-12,502.27,Transfer,1017
1473,207.0,2026-02-05,506.97,IMPS,1014
1474,195.0,2026-05-15,50121.59,UPI,1017
1475,328.0,2026-06-21,92908.08,Withdrawal,1013
1476,482.0,2026-04-05,714.12,IMPS,1008
1477,317.0,2026-03-18,67594.14,UPI,1009
1478,254.0,2026-06-12,94.07,IMPS,1011
1479,162.0,2026-04-28,3625.4,Withdrawal,1012
1480,213.0,2026-03-15,554.94,Transfer,1014
1481,421.0,2026-02-19,7948.58,IMPS,1019
1482,65.0,2026-04-12,612.34,NEFT,1016
1483,81.0,2026-01-20,7691.17,Withdrawal,1015
1484,2.0,2026-04-28,993.02,Transfer,1018
1485,100.0,2026-05-01,52015.38,Withdrawal,1006
1486,19.0,2026-04-20,173.72,NEFT,1014
1487,262.0,2026-02-10,7055.05,Deposit,1014
1488,199.0,2026-01-22,173.13,Withdrawal,1013
1489,314.0,2026-04-15,374.95,Deposit,1009
1490,18.0,2026-01-18,93099.51,UPI,1009
1491,178.0,2026-04-13,3617.98,UPI,1008
1492,228.0,2026-06-07,270.73,Deposit,1012
1493,333.0,2026-04-05,1260.12,Withdrawal,1002
1494,446.0,2026-01-15,3495.27,UPI,1009
1495,367.0,2026-01-08,2172.11,Withdrawal,1004
1496,347.0,2026-06-18,9522.7,Deposit,1016
1497,245.0,2026-06-23,460.5,Transfer,1006
1498,454.0,2026-03-27,6515.2,Transfer,1011
1499,86.0,2026-04-30,7688.51,NEFT,1013
1500,315.0,2026-04-19,531.31,Transfer,1008
1501,427.0,2026-05-11,413.68,IMPS,1017
1502,52.0,2026-03-02,2257.05,Deposit,1012
1503,396.0,2026-04-12,27798.66,NEFT,1007
1504,43.0,2026-05-16,128371.49,Withdrawal,1017
1505,392.0,2026-01-09,143453.54,UPI,1002
1506,80.0,2026-05-04,131252.6,IMPS,1011
1507,471.0,2026-01-11,135009.73,Transfer,1003
1508,314.0,2026-03-03,180.89,Withdrawal,1009
1509,160.0,2026-06-30,963.37,Deposit,1014
1510,48.0,2026-05-06,55.26,NEFT,1013
1511,374.0,2026-03-11,9934.03,IMPS,1010
1512,126.0,2026-06-22,93912.02,Deposit,1004
1513,41.0,2026-04-19,750.85,Deposit,1012
1514,476.0,2026-04-16,148428.33,UPI,1011
1515,494.0,2026-02-27,9543.83,UPI,1013
1516,242.0,2026-05-26,377.44,Transfer,1002
1517,193.0,2026-03-16,767.01,UPI,1010
1518,497.0,2026-05-22,937.24,Withdrawal,1014
1519,111.0,2026-04-06,89.36,Deposit,1007
1520,114.0,2026-06-08,23391.73,NEFT,1020
1521,63.0,2026-04-17,3624.72,Deposit,1018
1522,292.0,2026-02-27,676.47,NEFT,1019
1523,398.0,2026-05-14,2942.97,UPI,1014
1524,246.0,2026-03-12,412.24,UPI,1012
1525,265.0,2026-06-15,5673.62,NEFT,1006
1526,120.0,2026-05-05,6737.27,IMPS,1020
1527,136.0,2026-02-02,418.72,Withdrawal,1001
1528,62.0,2026-03-22,584.01,Withdrawal,1014
1529,232.0,2026-02-25,44497.12,Transfer,1005
1530,331.0,2026-01-16,415.41,IMPS,1011
1531,113.0,2026-05-05,5180.86,NEFT,1018
1532,486.0,2026-06-17,205.47,Transfer,1003
1533,458.0,2026-01-25,570.02,Deposit,1016
1534,414.0,2026-05-26,5232.28,IMPS,1013
1535,459.0,2026-03-21,513.18,Withdrawal,1008
1536,387.0,2026-05-22,131049.43,IMPS,1014
1537,28.0,2026-06-12,3723.03,Withdrawal,1016
1538,297.0,2026-01-18,1771.0,NEFT,1017
1539,169.0,2026-01-28,143810.86,Deposit,1019
1540,488.0,2026-05-07,13634.39,IMPS,1003
1541,46.0,2026-01-04,20138.64,UPI,1015
1542,268.0,2026-01-24,67.88,Withdrawal,1010
1543,218.0,2026-02-15,814.54,Deposit,1009
1544,138.0,2026-01-23,519.93,IMPS,1010
1545,482.0,2026-05-16,129.28,Transfer,1008
1546,290.0,2026-02-07,354.7,UPI,1011
1547,249.0,2026-05-19,124246.13,IMPS,1018
1548,461.0,2026-01-28,975.93,IMPS,1016
1549,6.0,2026-04-23,636.71,IMPS,1007
1550,271.0,2026-01-06,19887.28,Deposit,1005
1551,320.0,2026-03-07,60670.73,UPI,1007
1552,385.0,2026-01-30,7968.48,Withdrawal,1014
1553,268.0,2026-02-15,4054.38,NEFT,1017
1554,489.0,2026-01-20,5355.7,UPI,1004
1555,314.0,2026-03-25,9861.73,Deposit,1018
1556,207.0,2026-06-29,121.89,NEFT,1012
1557,461.0,2026-04-09,303.14,Transfer,1015
1558,132.0,2026-05-02,9389.43,UPI,1003
1559,261.0,2026-02-09,24792.82,IMPS,1015
1560,222.0,2026-03-16,603.55,Transfer,1019
1561,211.0,2026-02-26,70925.2,IMPS,1003
1562,5.0,2026-06-29,11088.98,UPI,1015
1563,220.0,2026-04-20,220.92,Deposit,1010
1564,55.0,2026-04-02,75828.54,Withdrawal,1014
1565,489.0,2026-05-02,588.0,Withdrawal,1001
1566,242.0,2026-02-14,3098.85,IMPS,1015
1567,428.0,2026-06-30,137.61,Withdrawal,1014
1568,310.0,2026-05-05,913.88,IMPS,1007
1569,431.0,2026-06-15,3073.72,NEFT,1001
1570,48.0,2026-03-04,63552.25,Deposit,1007
1571,437.0,2026-03-29,125894.26,NEFT,1014
1572,41.0,2026-06-04,160.82,UPI,1010
1573,438.0,2026-03-28,975.77,UPI,1015
1574,3.0,2026-06-27,128023.11,Deposit,1018
1575,462.0,2026-06-05,135.71,IMPS,1017
1576,85.0,2026-05-13,25209.34,UPI,1015
1577,317.0,2026-05-24,13631.48,UPI,1017
1578,90.0,2026-04-28,2387.37,Withdrawal,1016
1579,49.0,2026-03-16,606.38,IMPS,1002
1580,334.0,2026-06-03,34071.21,UPI,1012
1581,484.0,2026-04-02,226.24,IMPS,1001
1582,495.0,2026-01-09,627.13,Transfer,1017
1583,154.0,2026-06-20,58394.94,IMPS,1004
1584,279.0,2026-06-22,73270.45,Withdrawal,1005
1585,76.0,2026-03-10,396.36,Deposit,1017
1586,270.0,2026-06-12,2594.6,NEFT,1015
1587,458.0,2026-05-24,635.02,NEFT,1009
1588,166.0,2026-05-18,6068.68,Transfer,1011
1589,166.0,2026-05-17,8855.56,IMPS,1007
1590,8.0,2026-05-23,851.38,Withdrawal,1017
1591,348.0,2026-05-05,38515.55,NEFT,1001
1592,141.0,2026-01-05,81539.51,Withdrawal,1017
1593,323.0,2026-01-29,918.98,NEFT,1008
1594,221.0,2026-03-02,128753.47,Withdrawal,1006
1595,382.0,2026-02-21,153.45,Transfer,1002
1596,58.0,2026-01-15,2188.36,UPI,1019
1597,38.0,2026-03-25,246.49,IMPS,1016
1598,376.0,2026-05-12,1278.22,IMPS,1020
1599,190.0,2026-04-21,22635.41,Withdrawal,1011
1600,371.0,2026-03-07,188.55,UPI,1015
1601,174.0,2026-06-30,8758.17,NEFT,1013
1602,54.0,2026-03-03,81029.67,Transfer,1004
1603,476.0,2026-01-01,371.36,NEFT,1010
1604,443.0,2026-05-19,238.94,UPI,1017
1605,190.0,2026-03-17,120473.52,UPI,1016
1606,29.0,2026-06-08,27291.3,Deposit,1004
1607,361.0,2026-05-01,964.79,IMPS,1018
1608,1.0,2026-06-25,81750.93,Deposit,1003
1609,61.0,2026-01-12,3075.76,IMPS,1008
1610,212.0,2026-01-23,91312.29,NEFT,1014
1611,382.0,2026-02-10,5098.01,UPI,1012
1612,6.0,2026-06-23,993.49,Deposit,1001
1613,44.0,2026-03-22,296.5,IMPS,1010
1614,489.0,2026-05-05,979.95,Deposit,1019
1615,296.0,2026-02-28,919.33,NEFT,1009
1616,116.0,2026-03-24,8422.04,IMPS,1007
1617,422.0,2026-03-22,4328.96,Withdrawal,1006
1618,99.0,2026-03-16,675.8,Deposit,1009
1619,158.0,2026-03-08,146.94,IMPS,1003
1620,417.0,2026-03-05,136.6,NEFT,1020
1621,474.0,2026-04-29,684.11,NEFT,1020
1622,362.0,2026-01-16,721.16,IMPS,1007
1623,437.0,2026-06-30,87452.97,UPI,1020
1624,175.0,2026-05-11,21362.46,UPI,1014
1625,326.0,2026-06-08,100.48,IMPS,1008
1626,198.0,2026-03-10,9620.55,IMPS,1006
1627,335.0,2026-01-07,83383.4,Withdrawal,1012
1628,187.0,2026-02-24,497.66,IMPS,1001
1629,50.0,2026-04-12,838.38,IMPS,1003
1630,481.0,2026-01-23,672.35,NEFT,1007
1631,473.0,2026-01-09,726.11,IMPS,1008
1632,193.0,2026-03-17,78890.16,UPI,1012
1633,261.0,2026-01-28,18188.46,UPI,1020
1634,238.0,2026-04-16,18365.7,UPI,1011
1635,80.0,2026-04-12,252.43,UPI,1002
1636,285.0,2026-02-04,827.63,Deposit,1002
1637,163.0,2026-04-11,9888.85,IMPS,1002
1638,339.0,2026-04-01,64115.9,Deposit,1009
1639,173.0,2026-06-02,9530.49,Transfer,1009
1640,270.0,2026-03-02,22728.69,Deposit,1003
1641,96.0,2026-03-30,7312.18,Withdrawal,1009
1642,153.0,2026-01-03,40765.31,Withdrawal,1003
1643,268.0,2026-01-10,32040.16,Withdrawal,1001
1644,324.0,2026-05-18,4501.09,Withdrawal,1013
1645,366.0,2026-05-18,24371.11,Deposit,1016
1646,268.0,2026-06-03,129203.46,Deposit,1014
1647,423.0,2026-05-24,6020.69,Deposit,1020
1648,451.0,2026-05-05,7961.99,Deposit,1003
1649,326.0,2026-04-15,27343.88,Deposit,1008
1650,36.0,2026-05-02,117762.75,Deposit,1011
1651,248.0,2026-04-27,95693.3,Withdrawal,1011
1652,113.0,2026-04-18,6056.12,UPI,1018
1653,29.0,2026-01-25,3775.27,Transfer,1008
1654,472.0,2026-02-20,8783.76,Withdrawal,1002
1655,221.0,2026-04-15,146.63,Transfer,1006
1656,104.0,2026-06-29,13255.77,NEFT,1002
1657,370.0,2026-01-04,54676.62,Transfer,1016
1658,320.0,2026-04-09,18831.94,Withdrawal,1007
1659,354.0,2026-02-09,758.93,Transfer,1020
1660,253.0,2026-01-21,995.72,Transfer,1020
1661,283.0,2026-01-03,67019.39,Withdrawal,1001
1662,82.0,2026-01-13,370.06,Withdrawal,1011
1663,492.0,2026-01-29,216.65,IMPS,1009
1664,238.0,2026-03-22,4246.05,Transfer,1014
1665,440.0,2026-02-06,4007.31,IMPS,1019
1666,201.0,2026-04-23,145790.1,Transfer,1008
1667,55.0,2026-01-24,6797.1,Transfer,1020
1668,202.0,2026-04-14,3605.33,Deposit,1003
1669,128.0,2026-01-20,29585.9,IMPS,1016
1670,467.0,2026-06-08,3226.01,IMPS,1006
1671,410.0,2026-03-22,5415.47,UPI,1007
1672,101.0,2026-03-17,7335.69,Transfer,1004
1673,263.0,2026-05-20,758.99,UPI,1006
1674,150.0,2026-02-27,836.62,Transfer,1011
1675,91.0,2026-01-11,144059.2,UPI,1002
1676,283.0,2026-03-20,6349.75,UPI,1003
1677,241.0,2026-02-22,5147.46,UPI,1019
1678,210.0,2026-03-21,65307.87,Transfer,1005
1679,126.0,2026-01-30,1879.63,Withdrawal,1002
1680,7.0,2026-06-17,368.61,IMPS,1020
1681,192.0,2026-06-30,322.78,Transfer,1009
1682,420.0,2026-06-07,5361.13,NEFT,1015
1683,416.0,2026-05-09,121969.96,Deposit,1011
1684,234.0,2026-02-19,115217.27,Withdrawal,1019
1685,307.0,2026-06-17,7195.96,Transfer,1018
1686,257.0,2026-06-20,1379.22,Withdrawal,1014
1687,448.0,2026-02-21,2979.01,Withdrawal,1015
1688,91.0,2026-02-28,541.1,Withdrawal,1017
1689,270.0,2026-06-13,8282.76,Withdrawal,1009
1690,16.0,2026-06-16,378.05,Transfer,1016
1691,64.0,2026-01-14,99844.29,Deposit,1006
1692,84.0,2026-04-12,7098.47,Withdrawal,1002
1693,41.0,2026-04-18,6647.12,Transfer,1005
1694,270.0,2026-05-13,84014.43,Withdrawal,1004
1695,235.0,2026-01-06,8161.59,Transfer,1011
1696,171.0,2026-03-03,30786.43,Withdrawal,1008
1697,444.0,2026-02-25,498.39,Withdrawal,1019
1698,419.0,2026-02-23,8418.13,NEFT,1019
1699,130.0,2026-05-04,45523.24,Withdrawal,1013
1700,215.0,2026-04-01,16245.9,Deposit,1002
1701,347.0,2026-05-26,63510.79,Withdrawal,1002
1702,392.0,2026-06-19,80235.54,UPI,1015
1703,453.0,2026-05-29,22654.6,Deposit,1016
1704,212.0,2026-04-01,23843.46,IMPS,1003
1705,327.0,2026-05-27,1384.18,NEFT,1020
1706,2.0,2026-04-06,10932.4,Withdrawal,1012
1707,313.0,2026-04-07,243.37,Deposit,1020
1708,481.0,2026-02-02,16965.92,Transfer,1010
1709,262.0,2026-01-17,92660.13,Transfer,1016
1710,330.0,2026-06-25,72.53,IMPS,1001
1711,180.0,2026-05-15,124085.12,Deposit,1014
1712,127.0,2026-03-10,908.88,Withdrawal,1008
1713,468.0,2026-03-06,504.0,Transfer,1002
1714,431.0,2026-01-29,47613.4,UPI,1011
1715,116.0,2026-04-10,800.23,NEFT,1004
1716,377.0,2026-01-28,57809.48,NEFT,1006
1717,101.0,2026-05-08,80108.77,Transfer,1001
1718,270.0,2026-03-18,3928.67,UPI,1002
1719,197.0,2026-06-18,569.02,IMPS,1014
1720,249.0,2026-01-11,32835.34,NEFT,1015
1721,34.0,2026-04-19,218.6,NEFT,1012
1722,411.0,2026-04-10,76362.33,Deposit,1004
1723,392.0,2026-04-28,1511.85,IMPS,1009
1724,152.0,2026-04-23,697.95,Deposit,1007
1725,259.0,2026-04-02,14311.97,IMPS,1017
1726,210.0,2026-03-24,5511.78,Transfer,1020
1727,445.0,2026-01-05,6562.35,Transfer,1018
1728,144.0,2026-06-01,65890.19,UPI,1016
1729,425.0,2026-05-12,41117.9,NEFT,1004
1730,235.0,2026-06-22,981.67,UPI,1017
1731,471.0,2026-02-19,57.46,NEFT,1020
1732,46.0,2026-05-19,6165.35,UPI,1003
1733,247.0,2026-02-17,104889.27,UPI,1004
1734,196.0,2026-01-21,963.17,NEFT,1008
1735,24.0,2026-05-11,5129.0,Deposit,1013
1736,373.0,2026-01-14,4932.4,NEFT,1016
1737,475.0,2026-05-06,75.15,Withdrawal,1005
1738,360.0,2026-04-21,7152.1,Withdrawal,1007
1739,391.0,2026-04-30,2695.19,UPI,1014
1740,476.0,2026-06-01,118695.63,NEFT,1012
1741,78.0,2026-01-09,142388.71,Transfer,1002
1742,188.0,2026-05-08,103382.95,Withdrawal,1015
1743,13.0,2026-04-30,118045.36,Transfer,1017
1744,253.0,2026-04-02,16987.48,UPI,1009
1745,241.0,2026-03-06,2690.2,Withdrawal,1018
1746,323.0,2026-02-08,6080.49,Transfer,1001
1747,248.0,2026-01-16,101885.98,Deposit,1018
1748,146.0,2026-03-31,8015.2,Transfer,1001
1749,87.0,2026-01-28,65100.01,IMPS,1010
1750,304.0,2026-05-18,221.04,NEFT,1006
1751,84.0,2026-05-29,996.04,NEFT,1002
1752,225.0,2026-05-28,74309.28,Transfer,1008
1753,75.0,2026-06-16,2817.69,Withdrawal,1014
1754,260.0,2026-06-04,5337.14,NEFT,1007
1755,8.0,2026-06-10,446.98,NEFT,1004
1756,365.0,2026-01-18,702.18,IMPS,1018
1757,338.0,2026-01-02,110068.47,Deposit,1014
1758,337.0,2026-05-20,485.04,NEFT,1002
1759,237.0,2026-05-17,118856.75,Deposit,1014
1760,477.0,2026-05-26,77326.56,Transfer,1007
1761,415.0,2026-03-04,9970.29,Deposit,1020
1762,484.0,2026-02-22,686.33,Deposit,1019
1763,91.0,2026-02-20,576.87,UPI,1010
1764,178.0,2026-04-04,472.65,Transfer,1005
1765,260.0,2026-02-27,2259.62,Transfer,1009
1766,229.0,2026-01-31,89088.84,Deposit,1008
1767,488.0,2026-05-04,113611.75,Transfer,1007
1768,50.0,2026-04-07,460.17,UPI,1009
1769,421.0,2026-03-02,5427.27,IMPS,1002
1770,153.0,2026-01-16,650.97,NEFT,1011
1771,375.0,2026-03-16,27294.96,Withdrawal,1010
1772,236.0,2026-02-16,300.87,NEFT,1019
1773,423.0,2026-04-17,63485.49,NEFT,1006
1774,131.0,2026-05-29,919.69,Deposit,1007
1775,204.0,2026-02-03,3361.06,Deposit,1002
1776,492.0,2026-02-12,574.55,IMPS,1015
1777,13.0,2026-01-12,4553.52,Deposit,1013
1778,254.0,2026-03-11,13621.15,NEFT,1019
1779,412.0,2026-02-04,337.69,Transfer,1011
1780,155.0,2026-02-21,61856.55,NEFT,1003
1781,19.0,2026-03-23,794.02,Transfer,1009
1782,235.0,2026-04-18,7471.99,Transfer,1017
1783,304.0,2026-04-30,107206.84,Deposit,1001
1784,121.0,2026-06-27,8948.95,Deposit,1015
1785,423.0,2026-05-05,2494.74,Withdrawal,1007
1786,353.0,2026-01-26,97931.16,Withdrawal,1005
1787,284.0,2026-03-18,7930.43,Withdrawal,1010
1788,135.0,2026-01-06,958.28,Deposit,1005
1789,176.0,2026-04-15,126.23,Withdrawal,1018
1790,352.0,2026-01-09,111816.68,IMPS,1010
1791,294.0,2026-02-03,519.65,NEFT,1013
1792,6.0,2026-03-08,141698.66,Transfer,1015
1793,53.0,2026-06-05,176.49,Transfer,1014
1794,35.0,2026-02-04,562.11,NEFT,1019
1795,305.0,2026-04-18,8273.73,IMPS,1013
1796,48.0,2026-01-09,84457.24,Withdrawal,1001
1797,479.0,2026-06-18,8281.86,Transfer,1015
1798,327.0,2026-04-12,70595.61,Transfer,1016
1799,244.0,2026-01-16,9648.41,IMPS,1011
1800,316.0,2026-04-21,220.38,NEFT,1016
1801,367.0,2026-01-17,2127.75,UPI,1010
1802,71.0,2026-03-02,895.75,Deposit,1014
1803,26.0,2026-06-20,3896.92,IMPS,1004
1804,496.0,2026-05-20,112103.27,NEFT,1017
1805,352.0,2026-01-16,47840.77,NEFT,1008
1806,352.0,2026-01-23,5969.03,Deposit,1010
1807,244.0,2026-03-14,737.83,NEFT,1002
1808,489.0,2026-03-07,585.69,Transfer,1010
1809,269.0,2026-04-27,81569.83,Deposit,1011
1810,108.0,2026-03-19,65036.66,UPI,1019
1811,4.0,2026-03-14,135339.1,NEFT,1019
1812,456.0,2026-02-16,109482.24,IMPS,1002
1813,348.0,2026-01-12,68205.58,Transfer,1015
1814,279.0,2026-06-30,73.61,Deposit,1012
1815,136.0,2026-06-17,2773.92,Withdrawal,1014
1816,37.0,2026-04-24,2857.52,NEFT,1012
1817,300.0,2026-03-15,7209.08,Transfer,1016
1818,327.0,2026-05-10,7077.79,Transfer,1011
1819,260.0,2026-03-11,3243.18,Deposit,1020
1820,466.0,2026-03-31,2968.47,Transfer,1007
1821,238.0,2026-01-04,78786.82,Deposit,1005
1822,11.0,2026-06-13,230.71,Withdrawal,1008
1823,308.0,2026-05-27,29323.19,Transfer,1012
1824,437.0,2026-01-26,465.12,IMPS,1010
1825,296.0,2026-04-16,88654.97,UPI,1008
1826,199.0,2026-02-14,359.88,IMPS,1001
1827,245.0,2026-01-06,124011.48,Transfer,1005
1828,419.0,2026-03-11,2712.12,Deposit,1012
1829,314.0,2026-01-17,13567.66,Transfer,1018
1830,361.0,2026-02-12,6099.7,Transfer,1009
1831,332.0,2026-04-26,1833.0,IMPS,1011
1832,396.0,2026-06-19,44104.78,Transfer,1013
1833,263.0,2026-02-16,762.8,Deposit,1004
1834,295.0,2026-02-04,48645.91,UPI,1020
1835,342.0,2026-03-15,4018.63,Transfer,1020
1836,269.0,2026-01-11,641.17,Withdrawal,1005
1837,457.0,2026-04-06,3796.55,IMPS,1007
1838,221.0,2026-02-17,143391.58,Deposit,1005
1839,112.0,2026-05-11,144.25,NEFT,1012
1840,476.0,2026-03-13,518.41,NEFT,1015
1841,310.0,2026-03-31,28239.6,UPI,1010
1842,209.0,2026-02-24,563.16,NEFT,1011
1843,8.0,2026-01-19,24963.02,Deposit,1017
1844,255.0,2026-01-22,9398.12,UPI,1019
1845,212.0,2026-05-09,942.61,Withdrawal,1018
1846,193.0,2026-03-29,6302.1,Transfer,1002
1847,236.0,2026-02-09,6244.18,Transfer,1006
1848,87.0,2026-01-23,325.8,Withdrawal,1010
1849,383.0,2026-04-08,7137.57,NEFT,1002
1850,31.0,2026-05-06,5694.48,UPI,1013
1851,200.0,2026-01-12,602.63,NEFT,1014
1852,421.0,2026-02-27,114644.82,NEFT,1002
1853,209.0,2026-01-23,868.08,Withdrawal,1020
1854,368.0,2026-06-21,144.03,UPI,1015
1855,84.0,2026-02-06,133275.96,Withdrawal,1004
1856,125.0,2026-04-07,1546.52,Transfer,1015
1857,90.0,2026-01-22,782.63,UPI,1016
1858,294.0,2026-06-27,31187.89,Withdrawal,1003
1859,50.0,2026-01-06,7912.02,Withdrawal,1011
1860,290.0,2026-06-08,8622.93,NEFT,1007
1861,452.0,2026-06-08,19970.67,Withdrawal,1012
1862,247.0,2026-01-26,9126.73,IMPS,1005
1863,284.0,2026-06-29,63415.93,Withdrawal,1016
1864,172.0,2026-05-05,435.09,UPI,1016
1865,358.0,2026-03-25,127705.48,NEFT,1004
1866,86.0,2026-02-11,574.59,Deposit,1009
1867,203.0,2026-03-13,340.1,Deposit,1009
1868,184.0,2026-04-03,8433.75,NEFT,1012
1869,293.0,2026-04-09,128465.18,UPI,1016
1870,70.0,2026-03-03,119010.44,Transfer,1019
1871,384.0,2026-06-30,913.43,Transfer,1003
1872,486.0,2026-02-08,8586.24,UPI,1002
1873,260.0,2026-04-24,100362.05,Withdrawal,1010
1874,21.0,2026-02-21,3146.37,Transfer,1016
1875,82.0,2026-06-04,2349.03,Deposit,1019
1876,152.0,2026-05-18,5062.3,Transfer,1008
1877,221.0,2026-03-04,395.14,Transfer,1019
1878,83.0,2026-04-18,227.3,Deposit,1002
1879,409.0,2026-05-16,44189.99,UPI,1001
1880,385.0,2026-04-26,270.94,Withdrawal,1004
1881,81.0,2026-06-01,74519.48,UPI,1019
1882,393.0,2026-04-29,252.23,UPI,1011
1883,392.0,2026-06-15,7296.98,Withdrawal,1008
1884,204.0,2026-05-29,69864.6,Deposit,1001
1885,272.0,2026-06-11,86767.11,UPI,1011
1886,96.0,2026-01-11,50878.51,Deposit,1003
1887,196.0,2026-04-04,57467.89,NEFT,1001
1888,457.0,2026-05-26,72.45,Transfer,1002
1889,289.0,2026-01-24,85601.11,Deposit,1008
1890,473.0,2026-05-17,115442.88,Deposit,1009
1891,123.0,2026-03-10,71538.35,Deposit,1012
1892,40.0,2026-04-21,6492.69,IMPS,1010
1893,450.0,2026-03-20,56149.09,IMPS,1016
1894,145.0,2026-06-20,369.88,IMPS,1014
1895,371.0,2026-02-07,5737.8,Transfer,1013
1896,221.0,2026-05-05,79195.01,Withdrawal,1008
1897,313.0,2026-05-19,84564.44,Withdrawal,1007
1898,481.0,2026-04-22,441.28,UPI,1003
1899,341.0,2026-06-25,794.26,Deposit,1019
1900,359.0,2026-05-12,406.17,IMPS,1003
1901,364.0,2026-06-05,6820.8,Deposit,1004
1902,111.0,2026-02-28,480.06,Withdrawal,1005
1903,204.0,2026-02-02,78045.88,Withdrawal,1016
1904,203.0,2026-04-27,243.32,Deposit,1011
1905,403.0,2026-06-02,5712.28,IMPS,1016
1906,413.0,2026-06-18,119813.32,Deposit,1002
1907,84.0,2026-05-26,92903.33,UPI,1007
1908,242.0,2026-02-21,120958.94,Transfer,1017
1909,417.0,2026-06-05,9201.09,Deposit,1013
1910,412.0,2026-02-23,773.59,UPI,1008
1911,469.0,2026-05-02,69820.09,Deposit,1019
1912,185.0,2026-01-29,711.63,NEFT,1003
1913,12.0,2026-05-12,64582.01,IMPS,1017
1914,141.0,2026-03-27,6121.05,Transfer,1012
1915,61.0,2026-03-16,5463.79,UPI,1002
1916,149.0,2026-05-26,488.12,Deposit,1012
1917,380.0,2026-06-08,476.04,IMPS,1007
1918,456.0,2026-05-14,99244.98,NEFT,1009
1919,436.0,2026-01-21,149453.44,IMPS,1009
1920,326.0,2026-06-20,118403.03,Withdrawal,1003
1921,335.0,2026-06-09,98165.95,Withdrawal,1001
1922,126.0,2026-06-17,468.95,NEFT,1008
1923,379.0,2026-02-10,47183.81,Deposit,1002
1924,460.0,2026-05-27,762.25,IMPS,1001
1925,433.0,2026-04-01,50.03,Withdrawal,1013
1926,365.0,2026-04-30,49908.14,UPI,1009
1927,100.0,2026-06-18,41562.0,NEFT,1001
1928,298.0,2026-03-05,145451.77,Transfer,1006
1929,87.0,2026-06-04,572.01,Deposit,1005
1930,272.0,2026-01-09,9032.92,IMPS,1007
1931,467.0,2026-03-10,2761.57,Deposit,1013
1932,163.0,2026-04-07,842.87,Withdrawal,1012
1933,151.0,2026-01-27,722.0,NEFT,1003
1934,287.0,2026-03-20,80969.37,Transfer,1020
1935,171.0,2026-03-02,470.14,Withdrawal,1015
1936,117.0,2026-02-16,57629.56,IMPS,1018
1937,166.0,2026-04-27,97877.1,Withdrawal,1001
1938,153.0,2026-06-30,1181.7,IMPS,1018
1939,418.0,2026-04-13,190.55,Withdrawal,1009
1940,439.0,2026-06-11,8523.07,Transfer,1001
1941,305.0,2026-05-08,6427.25,Deposit,1001
1942,410.0,2026-02-11,91312.91,UPI,1003
1943,338.0,2026-03-10,2000.15,NEFT,1020
1944,117.0,2026-02-27,3274.94,Deposit,1019
1945,473.0,2026-02-07,117026.78,UPI,1001
1946,325.0,2026-02-01,22186.33,NEFT,1012
1947,113.0,2026-02-14,66048.99,Withdrawal,1013
1948,40.0,2026-01-25,59392.25,Withdrawal,1006
1949,467.0,2026-01-04,44722.04,UPI,1014
1950,373.0,2026-06-04,329.37,Withdrawal,1018
1951,166.0,2026-06-06,38360.89,UPI,1020
1952,394.0,2026-05-12,728.33,Transfer,1008
1953,12.0,2026-04-02,336.02,Withdrawal,1013
1954,213.0,2026-06-25,112.06,Withdrawal,1001
1955,221.0,2026-06-19,23899.49,IMPS,1007
1956,360.0,2026-02-16,1572.55,NEFT,1001
1957,337.0,2026-03-12,23704.34,NEFT,1007
1958,384.0,2026-03-04,130552.3,UPI,1014
1959,34.0,2026-01-28,990.28,Deposit,1020
1960,325.0,2026-03-14,3641.26,NEFT,1004
1961,287.0,2026-01-06,139958.46,Transfer,1017
1962,392.0,2026-04-04,73550.88,Deposit,1002
1963,13.0,2026-05-29,73948.53,Transfer,1008
1964,451.0,2026-04-17,3540.74,Transfer,1004
1965,227.0,2026-05-19,7351.52,UPI,1001
1966,279.0,2026-02-03,72.15,UPI,1003
1967,177.0,2026-02-23,3316.39,IMPS,1016
1968,365.0,2026-04-30,121092.16,UPI,1002
1969,434.0,2026-01-07,35328.94,IMPS,1003
1970,102.0,2026-06-30,124630.15,Withdrawal,1011
1971,478.0,2026-04-19,72386.71,Withdrawal,1012
1972,453.0,2026-04-06,7073.41,Withdrawal,1011
1973,413.0,2026-04-30,95152.5,IMPS,1016
1974,245.0,2026-06-13,5892.22,NEFT,1013
1975,441.0,2026-04-01,1007.75,NEFT,1005
1976,323.0,2026-02-28,4432.62,Withdrawal,1014
1977,462.0,2026-02-04,584.46,NEFT,1003
1978,412.0,2026-05-27,113566.09,IMPS,1012
1979,29.0,2026-02-09,86050.65,UPI,1001
1980,415.0,2026-01-31,124757.73,IMPS,1019
1981,273.0,2026-01-04,975.98,Withdrawal,1016
1982,369.0,2026-02-13,267.28,NEFT,1009
1983,284.0,2026-05-06,269.02,Transfer,1001
1984,245.0,2026-01-20,2320.2,UPI,1001
1985,317.0,2026-06-05,942.4,UPI,1007
1986,349.0,2026-01-17,25844.61,UPI,1011
1987,468.0,2026-06-27,8599.23,Withdrawal,1013
